"search-number","evaluation","a*","b*","c*","d*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"33","16","-8","-6","-21","-9","-3437.1650484483657","1","752.0925937825909","-1329.820544931723"
"33","17","-5","10","19","8","-1916.168387428114","1","752.0925937825909","-1329.820544931723"
"33","18","-5","5","22","-12","-2086.3769137273407","1","752.0925937825909","-1329.820544931723"
"33","19","-5","-5","19","-9","-1157.6108898958282","1","752.0925937825909","-1329.820544931723"
"33","20","-5","4","20","-9","-1559.065740025779","1","752.0925937825909","-1329.820544931723"
"33","21","-5","5","27","-9","-2946.360579008343","1","752.0925937825909","-1329.820544931723"
"33","22","-4","5","19","-9","-1914.3381615579635","1","752.0925937825909","-1329.820544931723"
"33","23","-5","5","22","-9","-3278.1971746388263","1","752.0925937825909","-1329.820544931723"
"33","24","-5","5","19","-24","-4313.5016793525565","1","752.0925937825909","-1329.820544931723"
"33","25","-29","10","-18","-9","-1730.225331906892","1","752.0925937825909","-1329.820544931723"
"33","26","4","5","19","-5","-103.80982254093169","1","752.0925937825909","-1329.820544931723"
"33","27","-5","-6","19","-24","-2908.6072362477403","1","752.0925937825909","-1329.820544931723"
"33","28","-4","-3","19","-24","-3067.35862669581","1","752.0925937825909","-1329.820544931723"
"33","29","-29","5","19","8","-2327.071086933835","1","752.0925937825909","-1329.820544931723"
"33","30","-5","5","30","-16","-4564.820999356576","1","752.0925937825909","-1329.820544931723"
"33","31","28","5","19","-9","-1936.9329189997359","1","752.0925937825909","-1329.820544931723"
"33","32","-5","-6","19","-9","-381.8946926842841","1","752.0925937825909","-1329.820544931723"
"33","33","-5","2","19","-9","-2056.347782078214","1","752.0925937825909","-1329.820544931723"
"33","34","-29","5","-22","-10","-2602.210469264661","1","752.0925937825909","-1329.820544931723"
"33","35","-5","5","20","-9","-1675.5400761464343","1","752.0925937825909","-1329.820544931723"
"33","36","-5","-6","19","-9","-693.248462936337","1","752.0925937825909","-1329.820544931723"
"33","37","-12","27","19","-9","-3044.4467506355204","1","752.0925937825909","-1329.820544931723"
"33","38","-5","5","19","8","-2997.249191265899","1","752.0925937825909","-1329.820544931723"
"33","39","-5","5","19","-16","-834.6011351291841","1","752.0925937825909","-1329.820544931723"
"33","40","5","6","18","-24","-3960.246911763197","1","752.0925937825909","-1329.820544931723"
"34","1","30","21","-1","-20","-4286.539205356884","1","-4286.539205356884","-4611.678050648847"
"34","2","30","21","-1","-19","-4157.850247319852","1","-4157.850247319852","-3466.0643149376283"
"34","3","30","11","-1","-19","-2032.1098140488755","1","-2032.1098140488755","-2404.0660299383417"
"34","4","30","11","-1","-32","-6304.153696672785","1","-2032.1098140488755","-2404.0660299383417"
"34","5","30","11","-1","-24","-2190.027383465797","1","-2032.1098140488755","-2404.0660299383417"
"34","6","30","11","-8","-24","-3932.225599905324","1","-2032.1098140488755","-2404.0660299383417"
"34","7","30","11","-8","-19","-1997.8087141700325","1","-1997.8087141700325","-3248.17217192091"
"34","8","-31","12","-9","-19","-3087.1170962619767","1","-1997.8087141700325","-3248.17217192091"
"34","9","-31","11","-8","-19","-3160.111606222772","1","-1997.8087141700325","-3248.17217192091"
"34","10","31","11","-8","-19","-3286.844735103158","1","-1997.8087141700325","-3248.17217192091"
"34","11","30","11","-5","-19","-2406.667768421454","1","-1997.8087141700325","-3248.17217192091"
"34","12","30","11","-25","-19","-4628.040930302486","1","-1997.8087141700325","-3248.17217192091"
"34","13","30","11","-24","-19","-3736.940080807809","1","-1997.8087141700325","-3248.17217192091"
"34","14","30","-5","-8","-19","-844.874984040224","1","-844.874984040224","-2542.215015280838"
"34","15","30","-5","-1","-19","-849.8229138953152","1","-844.874984040224","-2542.215015280838"
"34","16","-2","-5","-8","-19","-1847.8776390636403","1","-844.874984040224","-2542.215015280838"
"34","17","30","-6","-8","-19","-2315.128024278158","1","-844.874984040224","-2542.215015280838"
"34","18","17","-5","-8","18","-1909.687383724247","1","-844.874984040224","-2542.215015280838"
"34","19","30","-28","-8","-24","-6128.221793206074","1","-844.874984040224","-2542.215015280838"
"34","20","-32","-6","-8","-32","-4082.059384811675","1","-844.874984040224","-2542.215015280838"
"34","21","30","-5","-7","-19","-2923.6106504220384","1","-844.874984040224","-2542.215015280838"
"34","22","29","-5","-8","-19","-2959.062742070115","1","-844.874984040224","-2542.215015280838"
"34","23","17","-5","7","-19","-1499.5002949862155","1","-844.874984040224","-2542.215015280838"
"34","24","1","-5","7","18","-1866.2066278190323","1","-844.874984040224","-2542.215015280838"
"34","25","-32","4","-8","-19","-2894.187965718972","1","-844.874984040224","-2542.215015280838"
"34","26","30","-12","-8","-19","-3259.7800261136385","1","-844.874984040224","-2542.215015280838"
"34","27","30","-5","-8","-32","-7021.842453959349","1","-844.874984040224","-2542.215015280838"
"34","28","-31","-4","-8","-19","-1512.0299090008975","1","-844.874984040224","-2542.215015280838"
"34","29","30","-8","-8","-19","-3468.105878710756","1","-844.874984040224","-2542.215015280838"
"34","30","29","-9","-8","-19","-1654.4918573611283","1","-844.874984040224","-2542.215015280838"
"34","31","30","-28","7","-19","-4228.792647672266","1","-844.874984040224","-2542.215015280838"
"34","32","25","-5","-8","-19","-3640.8477383637714","1","-844.874984040224","-2542.215015280838"
"34","33","17","-4","-8","-24","-3752.1462126087004","1","-844.874984040224","-2542.215015280838"
"34","34","31","-5","-8","-18","-4145.540885923496","1","-844.874984040224","-2542.215015280838"
"34","35","30","4","-8","17","-2427.0225997865878","1","-844.874984040224","-2542.215015280838"
"34","36","14","-5","-8","-20","-2224.881824454054","1","-844.874984040224","-2542.215015280838"
"34","37","30","4","7","-19","-3235.811723530634","1","-844.874984040224","-2542.215015280838"
"34","38","30","-4","-8","-19","-3100.3348089997025","1","-844.874984040224","-2542.215015280838"
"34","39","30","-8","-1","-19","-2689.80262567672","1","-844.874984040224","-2542.215015280838"
"34","40","30","-4","7","-19","-2898.584719657762","1","-844.874984040224","-2542.215015280838"
"35","1","-30","-27","4","4","-1358.4518631854821","1","-1358.4518631854821","-3576.341332186289"
"35","2","-30","-27","11","4","-3890.079666475557","1","-1358.4518631854821","-3576.341332186289"
"35","3","-4","-27","3","4","-1723.7327502674543","1","-1358.4518631854821","-3576.341332186289"
"35","4","-30","-27","-5","4","-1599.0953563735725","1","-1358.4518631854821","-3576.341332186289"
"35","5","-13","25","4","4","-3577.743634077096","1","-1358.4518631854821","-3576.341332186289"
"35","6","-31","-27","4","4","-2871.7434993471115","1","-1358.4518631854821","-3576.341332186289"
"35","7","-30","25","27","4","-3584.748196649201","1","-1358.4518631854821","-3576.341332186289"
"35","8","32","-24","5","4","-2593.1985106123193","1","-1358.4518631854821","-3576.341332186289"
"35","9","29","-27","4","4","-2954.4296526437165","1","-1358.4518631854821","-3576.341332186289"
"35","10","-4","-27","4","4","-2385.4822752294594","1","-1358.4518631854821","-3576.341332186289"
"35","11","-30","-27","4","11","-2358.2747689241564","1","-1358.4518631854821","-3576.341332186289"
"35","12","-30","-24","4","4","-2799.495632594738","1","-1358.4518631854821","-3576.341332186289"
"35","13","-30","-27","4","5","-2728.306157995817","1","-1358.4518631854821","-3576.341332186289"
"35","14","-29","-27","4","3","-1910.443655833865","1","-1358.4518631854821","-3576.341332186289"
"35","15","-30","-27","5","4","-1579.1576697509854","1","-1358.4518631854821","-3576.341332186289"
"35","16","-4","-27","11","-5","-523.0761263585221","1","-523.0761263585221","-1303.547158408308"
"35","17","-4","-7","11","-5","773.5882175315926","1","773.5882175315926","-456.0642782037685"
"35","18","-4","-7","11","4","-1405.6786262355117","1","773.5882175315926","-456.0642782037685"
"35","19","-4","-27","12","-5","-1470.7568656129063","1","773.5882175315926","-456.0642782037685"
"35","20","-4","-7","11","4","-695.204431795292","1","773.5882175315926","-456.0642782037685"
"35","21","-4","-7","11","-4","-271.8069536922886","1","773.5882175315926","-456.0642782037685"
"35","22","-5","-7","10","27","-3463.000844750873","1","773.5882175315926","-456.0642782037685"
"35","23","-4","-7","11","28","-2317.508783087884","1","773.5882175315926","-456.0642782037685"
"35","24","-4","-7","10","-4","-1187.8340084011793","1","773.5882175315926","-456.0642782037685"
"35","25","-4","6","11","-5","-1717.1968187098068","1","773.5882175315926","-456.0642782037685"
"35","26","-30","-7","11","-5","-623.8772004345141","1","773.5882175315926","-456.0642782037685"
"35","27","-4","-7","8","-5","529.0968970559362","1","773.5882175315926","-456.0642782037685"
"35","28","-4","-7","4","-5","-367.32325916997536","1","773.5882175315926","-456.0642782037685"
"35","29","-4","-2","11","-5","-1907.3922167072508","1","773.5882175315926","-456.0642782037685"
"35","30","-4","-8","11","-5","-1369.9403660837827","1","773.5882175315926","-456.0642782037685"
"35","31","-1","-7","11","4","135.00559433773083","1","773.5882175315926","-456.0642782037685"
"35","32","-3","-8","11","-5","-813.6794754676881","1","773.5882175315926","-456.0642782037685"
"35","33","3","6","11","-5","-2473.276337660869","1","773.5882175315926","-456.0642782037685"
"35","34","-4","6","11","-5","-705.0598053704637","1","773.5882175315926","-456.0642782037685"
"35","35","-4","6","-12","-6","-548.8568894055242","1","773.5882175315926","-456.0642782037685"
"35","36","3","-7","-12","-8","-1857.0061707850596","1","773.5882175315926","-456.0642782037685"
"35","37","-4","-6","11","-5","-689.0037572506403","1","773.5882175315926","-456.0642782037685"
"35","38","-3","-27","11","-29","-5751.022553499064","1","773.5882175315926","-456.0642782037685"
"35","39","-4","-7","21","-5","-2744.74580709718","1","773.5882175315926","-456.0642782037685"
"35","40","-4","9","11","-5","-308.8993515523817","1","773.5882175315926","-456.0642782037685"
"36","1","-31","29","-13","8","-2612.940928563152","1","-2612.940928563152","-3977.9917118908284"
"36","2","-31","29","-9","8","-3451.051007587536","1","-2612.940928563152","-3977.9917118908284"
"36","3","-31","3","-13","8","-1393.2344084755066","1","-1393.2344084755066","-2100.965393310856"
"36","4","-31","-4","-13","-9","-2409.837106895423","1","-1393.2344084755066","-2100.965393310856"
"36","5","-32","4","-13","8","-2139.209015689274","1","-1393.2344084755066","-2100.965393310856"
"36","6","-31","12","-13","24","-2778.4130057172065","1","-1393.2344084755066","-2100.965393310856"
"36","7","29","2","-13","8","-402.3343159310996","1","-402.3343159310996","-667.4599407191499"
"36","8","18","5","-14","8","371.14027921298566","1","371.14027921298566","-1735.894961053548"
"36","9","-18","4","-14","24","-2548.1504322503024","1","371.14027921298566","-1735.894961053548"
"36","10","19","-28","-11","8","-1638.1692533260082","1","371.14027921298566","-1735.894961053548"
"36","11","18","5","-13","8","-1036.564713848735","1","371.14027921298566","-1735.894961053548"
"36","12","-19","5","-14","8","-1153.2410870532572","1","371.14027921298566","-1735.894961053548"
"36","13","18","-5","-22","8","-2902.6941306206118","1","371.14027921298566","-1735.894961053548"
"36","14","16","5","-14","8","-998.2726289721423","1","371.14027921298566","-1735.894961053548"
"36","15","18","5","13","8","-348.93902632253355","1","371.14027921298566","-1735.894961053548"
"36","16","29","27","-14","8","-3623.2780273729813","1","371.14027921298566","-1735.894961053548"
"36","17","18","-6","-14","-9","-647.6818831802418","1","371.14027921298566","-1735.894961053548"
"36","18","18","-6","-14","8","-711.4978620037044","1","371.14027921298566","-1735.894961053548"
"36","19","13","5","-11","8","-2477.52843755756","1","371.14027921298566","-1735.894961053548"
"36","20","18","5","-14","-9","-291.11529073238887","1","371.14027921298566","-1735.894961053548"
"36","21","19","27","-14","8","-2332.05699951353","1","371.14027921298566","-1735.894961053548"
"36","22","18","-6","-13","8","-1245.9884589943658","1","371.14027921298566","-1735.894961053548"
"36","23","13","-6","-14","11","-899.8786844655265","1","371.14027921298566","-1735.894961053548"
"36","24","18","5","-11","8","-298.52292630247416","1","371.14027921298566","-1735.894961053548"
"36","25","18","5","-14","11","-2126.9599326282055","1","371.14027921298566","-1735.894961053548"
"36","26","18","6","-12","11","-2043.4437396046847","1","371.14027921298566","-1735.894961053548"
"36","27","13","10","-14","8","-485.4665513607828","1","371.14027921298566","-1735.894961053548"
"36","28","18","-6","13","15","-2051.2776866786885","1","371.14027921298566","-1735.894961053548"
"36","29","18","5","-15","-9","-1467.9090454603083","1","371.14027921298566","-1735.894961053548"
"36","30","18","5","-14","24","-4092.0710628138413","1","371.14027921298566","-1735.894961053548"
"36","31","-19","10","-14","8","-1861.912787655178","1","371.14027921298566","-1735.894961053548"
"36","32","-20","5","-14","11","-587.2219530692767","1","371.14027921298566","-1735.894961053548"
"36","33","29","5","13","8","-850.7762439230713","1","371.14027921298566","-1735.894961053548"
"36","34","30","5","-14","-17","-2402.4485283517097","1","371.14027921298566","-1735.894961053548"
"36","35","-19","-11","13","8","-1120.9808959174818","1","371.14027921298566","-1735.894961053548"
"36","36","18","-6","-11","8","-901.2945322845188","1","371.14027921298566","-1735.894961053548"
"36","37","18","5","18","8","-906.3803923516128","1","371.14027921298566","-1735.894961053548"
"36","38","21","5","-14","8","-1672.9374162375086","1","371.14027921298566","-1735.894961053548"
"36","39","18","5","-13","9","-1364.5662079841386","1","371.14027921298566","-1735.894961053548"
"36","40","18","27","-14","8","-2490.7336561565266","1","371.14027921298566","-1735.894961053548"
"37","1","11","2","-32","-32","-7105.670012058446","1","-7105.670012058446","-6969.580836411673"
"37","2","20","2","-32","-32","-8866.547435011751","1","-7105.670012058446","-6969.580836411673"
"37","3","11","2","-29","-32","-6539.690272472598","1","-6539.690272472598","-6690.982005984337"
"37","4","11","2","-29","-32","-7016.476750324245","1","-6539.690272472598","-6690.982005984337"
"37","5","11","2","28","-32","-5477.168961960533","1","-5477.168961960533","-6521.128246741091"
"37","6","11","-3","28","-32","-5494.1857944675985","1","-5477.168961960533","-6521.128246741091"
"37","7","11","13","28","32","-7486.639995728031","1","-5477.168961960533","-6521.128246741091"
"37","8","11","30","28","-32","-8523.609544307139","1","-5477.168961960533","-6521.128246741091"
"37","9","11","5","28","-32","-5649.761907930692","1","-5477.168961960533","-6521.128246741091"
"37","10","11","3","28","-2","-1982.5073944843393","1","-1982.5073944843393","-3040.2130067724006"
"37","11","-12","3","28","-2","-4343.440429159093","1","-1982.5073944843393","-3040.2130067724006"
"37","12","11","29","28","-2","-4436.95857776655","1","-1982.5073944843393","-3040.2130067724006"
