"search-number","evaluation","a*","b*","c*","d*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"25","32","-7","0","-27","10","-607.2578468847721","1","229.36047885521384","-230.69711988419493"
"25","33","-1","-2","-2","10","-1961.348478060192","1","229.36047885521384","-230.69711988419493"
"25","34","-7","1","4","-11","-282.28391507082875","1","229.36047885521384","-230.69711988419493"
"25","35","-7","-2","1","-12","-1825.6217481585065","1","229.36047885521384","-230.69711988419493"
"25","36","-26","-2","-2","-11","-944.542820886741","1","229.36047885521384","-230.69711988419493"
"25","37","-7","-2","-32","-14","-4341.019789879789","1","229.36047885521384","-230.69711988419493"
"25","38","-7","-31","1","-11","-2656.5539223384435","1","229.36047885521384","-230.69711988419493"
"25","39","-2","-26","-2","-11","-1098.1501120607095","1","229.36047885521384","-230.69711988419493"
"25","40","-7","-15","-2","-23","-1440.39582840409","1","229.36047885521384","-230.69711988419493"
"26","1","-19","21","5","-13","-1470.0764869453026","1","-1470.0764869453026","-2347.896778699438"
"26","2","-19","22","5","-21","-4676.2427586345275","1","-1470.0764869453026","-2347.896778699438"
"26","3","-19","22","5","-13","-1834.9349043383088","1","-1470.0764869453026","-2347.896778699438"
"26","4","-19","20","5","-13","-1394.7518340990464","1","-1394.7518340990464","-2238.3943682121862"
"26","5","-19","20","5","-4","-1746.1503619051782","1","-1394.7518340990464","-2238.3943682121862"
"26","6","-19","20","2","-13","-1531.6547237867464","1","-1394.7518340990464","-2238.3943682121862"
"26","7","-19","-21","5","12","-2015.115097455968","1","-1394.7518340990464","-2238.3943682121862"
"26","8","-19","20","6","4","-2182.514185692728","1","-1394.7518340990464","-2238.3943682121862"
"26","9","-19","20","5","12","-1588.4222538749625","1","-1394.7518340990464","-2238.3943682121862"
"26","10","18","12","10","-13","-1089.8434914260902","1","-1089.8434914260902","-1619.2019471110107"
"26","11","18","-13","13","-13","-2543.871280085299","1","-1089.8434914260902","-1619.2019471110107"
"26","12","18","-13","-10","-13","-1686.8916323692793","1","-1089.8434914260902","-1619.2019471110107"
"26","13","17","11","10","-13","-511.1170475930977","1","-511.1170475930977","-1148.091696973574"
"26","14","17","11","-11","-13","-2431.346443565497","1","-511.1170475930977","-1148.091696973574"
"26","15","17","11","10","-21","-2232.549683358129","1","-511.1170475930977","-1148.091696973574"
"26","16","17","11","11","-13","-1825.882835914641","1","-511.1170475930977","-1148.091696973574"
"26","17","17","11","10","-11","-792.3260345357234","1","-511.1170475930977","-1148.091696973574"
"26","18","17","11","10","12","-2486.9051393061","1","-511.1170475930977","-1148.091696973574"
"26","19","17","10","5","5","-804.857069253809","1","-511.1170475930977","-1148.091696973574"
"26","20","17","12","10","-13","-2930.5809536968327","1","-511.1170475930977","-1148.091696973574"
"26","21","17","-12","22","-30","-4867.223000518894","1","-511.1170475930977","-1148.091696973574"
"26","22","-18","11","10","-13","-1322.6270954970676","1","-511.1170475930977","-1148.091696973574"
"26","23","17","11","23","-13","-3498.7843994023215","1","-511.1170475930977","-1148.091696973574"
"26","24","17","11","13","-13","-1076.3647078163062","1","-511.1170475930977","-1148.091696973574"
"26","25","17","11","10","-4","-1619.7084654529458","1","-511.1170475930977","-1148.091696973574"
"26","26","17","11","-11","-13","-1995.5363937641941","1","-511.1170475930977","-1148.091696973574"
"26","27","30","-13","10","12","-2150.619032348158","1","-511.1170475930977","-1148.091696973574"
"26","28","17","-12","10","-13","-684.9943366227004","1","-511.1170475930977","-1148.091696973574"
"26","29","-18","11","10","-4","87.62407982042635","1","87.62407982042635","-1270.9364804468823"
"26","30","-18","11","10","3","-117.75105317667396","1","87.62407982042635","-1270.9364804468823"
"26","31","-18","11","10","-3","-2162.398202834594","1","87.62407982042635","-1270.9364804468823"
"26","32","-18","24","10","-4","-1221.4740511895943","1","87.62407982042635","-1270.9364804468823"
"26","33","-18","11","11","-4","-2353.0761408144426","1","87.62407982042635","-1270.9364804468823"
"26","34","-19","-5","10","-4","-600.0718651314673","1","87.62407982042635","-1270.9364804468823"
"26","35","-18","20","10","-4","-2540.1975730822855","1","87.62407982042635","-1270.9364804468823"
"26","36","-18","8","2","-4","-378.8719838885355","1","87.62407982042635","-1270.9364804468823"
"26","37","-18","4","10","-4","-107.21224842129095","1","87.62407982042635","-1270.9364804468823"
"26","38","-24","11","10","-3","-1519.905938017992","1","87.62407982042635","-1270.9364804468823"
"26","39","-18","11","9","-4","-891.0971437140033","1","87.62407982042635","-1270.9364804468823"
"26","40","-18","8","10","-30","-3374.8414838942613","1","87.62407982042635","-1270.9364804468823"
"27","1","-5","-23","-28","27","-6948.490677351194","1","-6948.490677351194","-6666.170494693709"
"27","2","-3","-23","-27","27","-6616.299768343191","1","-6616.299768343191","-6719.18455203685"
"27","3","-11","22","-27","27","-5690.319351634947","1","-5690.319351634947","-6750.576063343977"
"27","4","-11","22","-22","27","-5908.9406580613395","1","-5690.319351634947","-6750.576063343977"
"27","5","-11","22","27","27","-4905.94181403181","1","-4905.94181403181","-6290.028953745364"
"27","6","-11","27","27","22","-5901.552556805836","1","-4905.94181403181","-6290.028953745364"
"27","7","-6","22","26","27","-6381.717720477256","1","-4905.94181403181","-6290.028953745364"
"27","8","-11","22","27","5","-4010.0292212587174","1","-4010.0292212587174","-4154.57384181346"
"27","9","-10","21","27","28","-5673.470652212655","1","-4010.0292212587174","-4154.57384181346"
"27","10","5","-22","27","5","-3014.461723406829","1","-3014.461723406829","-2880.0235398290683"
"27","11","-6","-22","-27","5","-2781.57481379985","1","-2781.57481379985","-3328.723210586356"
"27","12","-6","-22","-27","-6","-3864.3339000368337","1","-2781.57481379985","-3328.723210586356"
"27","13","-6","-22","-27","4","-3467.216824747749","1","-2781.57481379985","-3328.723210586356"
"27","14","13","-22","-21","5","-2878.4965418609477","1","-2781.57481379985","-3328.723210586356"
"27","15","-6","-22","-27","27","-5668.81321910048","1","-2781.57481379985","-3328.723210586356"
"27","16","-6","-21","-22","5","-2219.084955072984","1","-2219.084955072984","-1870.6455514934325"
"27","17","-12","-21","-22","5","-2212.005438889995","1","-2212.005438889995","-1340.9747975519356"
"27","18","-12","-21","-19","5","-2139.3402639057517","1","-2139.3402639057517","-2179.525245220012"
"27","19","-12","-24","-19","27","-5731.436705344257","1","-2139.3402639057517","-2179.525245220012"
"27","20","-12","-22","-19","5","-1483.9849856812818","1","-1483.9849856812818","-2353.2156328367473"
"27","21","-12","-22","-19","11","-3969.3173949831526","1","-1483.9849856812818","-2353.2156328367473"
"27","22","-9","-22","-19","10","-2001.3933652116432","1","-1483.9849856812818","-2353.2156328367473"
"27","23","11","-22","-19","5","-1810.579806145428","1","-1483.9849856812818","-2353.2156328367473"
"27","24","-12","-22","-19","4","-1779.6233802085853","1","-1483.9849856812818","-2353.2156328367473"
"27","25","-9","-27","-19","6","-3591.9089003391437","1","-1483.9849856812818","-2353.2156328367473"
"27","26","-12","-22","19","5","-2607.229747042624","1","-1483.9849856812818","-2353.2156328367473"
"27","27","11","-22","-19","6","-4514.372919428027","1","-1483.9849856812818","-2353.2156328367473"
"27","28","-13","-22","-19","5","-3482.0311685049037","1","-1483.9849856812818","-2353.2156328367473"
"27","29","-12","18","-19","5","-2436.082501550978","1","-1483.9849856812818","-2353.2156328367473"
"27","30","-12","-22","-20","5","-3036.2344769310403","1","-1483.9849856812818","-2353.2156328367473"
"27","31","-12","-22","-19","27","-4220.657948649388","1","-1483.9849856812818","-2353.2156328367473"
"27","32","-9","-22","18","5","-2603.3551342464316","1","-1483.9849856812818","-2353.2156328367473"
"27","33","-12","-27","-19","5","-3109.017137499429","1","-1483.9849856812818","-2353.2156328367473"
"27","34","-13","22","13","-7","-1604.5434139112924","1","-1483.9849856812818","-2353.2156328367473"
"27","35","-13","-22","-19","6","-2452.784411930377","1","-1483.9849856812818","-2353.2156328367473"
"27","36","-9","-22","-19","5","-2801.2574942236924","1","-1483.9849856812818","-2353.2156328367473"
"27","37","-12","21","-19","5","-1168.3770349269003","1","-1168.3770349269003","-2980.2413074784076"
"27","38","-12","21","-30","5","-3629.6499529533644","1","-1168.3770349269003","-2980.2413074784076"
"27","39","-12","21","-22","5","-3278.9501053047643","1","-1168.3770349269003","-2980.2413074784076"
"27","40","-12","21","-30","4","-3841.2375326133238","1","-1168.3770349269003","-2980.2413074784076"
"28","1","-7","-5","22","3","-2395.655627690491","1","-2395.655627690491","-1433.945187601153"
"28","2","-7","-5","27","3","-1696.163652905474","1","-1696.163652905474","-2182.550791433883"
"28","3","-7","-4","30","3","-3047.998230485415","1","-1696.163652905474","-2182.550791433883"
"28","4","-7","-6","27","3","-3164.0480823168605","1","-1696.163652905474","-2182.550791433883"
"28","5","-7","-5","30","4","-2689.1917155606725","1","-1696.163652905474","-2182.550791433883"
"28","6","-7","-6","27","-4","-2967.052671580126","1","-1696.163652905474","-2182.550791433883"
"28","7","-10","-5","27","3","-664.292220789677","1","-664.292220789677","-3487.797932062537"
"28","8","9","-8","27","3","-2553.8952437184535","1","-664.292220789677","-3487.797932062537"
"28","9","-10","4","27","3","-1623.0093771392544","1","-664.292220789677","-3487.797932062537"
"28","10","-10","-5","30","3","-3422.2921494736247","1","-664.292220789677","-3487.797932062537"
"28","11","-10","-5","31","3","-3676.5977647970176","1","-664.292220789677","-3487.797932062537"
"28","12","-7","-28","22","3","-4118.117617661754","1","-664.292220789677","-3487.797932062537"
"28","13","-10","4","22","3","-1595.2644027696679","1","-664.292220789677","-3487.797932062537"
"28","14","-9","-5","27","3","-1237.970837684026","1","-664.292220789677","-3487.797932062537"
"28","15","9","-5","27","3","-3396.9070898180707","1","-664.292220789677","-3487.797932062537"
"28","16","-10","-4","27","3","-2457.2002646064716","1","-664.292220789677","-3487.797932062537"
"28","17","-11","-27","27","0","-2957.2595046958677","1","-664.292220789677","-3487.797932062537"
"28","18","-15","-5","27","3","-1749.1851879264684","1","-664.292220789677","-3487.797932062537"
"28","19","-10","-4","27","4","-1735.1235422271452","1","-664.292220789677","-3487.797932062537"
"28","20","-7","-5","28","-4","-1995.572778450146","1","-664.292220789677","-3487.797932062537"
"28","21","-10","-5","28","3","-1274.1087286441525","1","-664.292220789677","-3487.797932062537"
"28","22","-10","-5","26","2","-3790.146880124057","1","-664.292220789677","-3487.797932062537"
"28","23","-11","4","27","3","-2847.2638365870143","1","-664.292220789677","-3487.797932062537"
"28","24","-10","5","27","3","-3580.9589099371788","1","-664.292220789677","-3487.797932062537"
"28","25","-10","-4","28","3","-2749.4951422100085","1","-664.292220789677","-3487.797932062537"
"28","26","-11","-5","27","-4","-2386.2283917171703","1","-664.292220789677","-3487.797932062537"
"28","27","-10","-5","19","3","-1678.6447404367523","1","-664.292220789677","-3487.797932062537"
"28","28","-10","-5","26","3","-3913.349223977615","1","-664.292220789677","-3487.797932062537"
"28","29","-9","-5","27","-4","-2966.111697094603","1","-664.292220789677","-3487.797932062537"
"28","30","-10","-5","-27","3","-1934.490069734365","1","-664.292220789677","-3487.797932062537"
"28","31","9","-5","19","3","-1041.047835282529","1","-664.292220789677","-3487.797932062537"
"28","32","-10","-5","27","-4","-1903.510580533485","1","-664.292220789677","-3487.797932062537"
"28","33","-10","-5","22","3","-1254.3782417606571","1","-664.292220789677","-3487.797932062537"
"28","34","-24","-12","27","-4","-2774.8803471745277","1","-664.292220789677","-3487.797932062537"
"28","35","-11","-6","27","2","-3805.58229194031","1","-664.292220789677","-3487.797932062537"
"28","36","-10","-5","5","4","-1429.8322475172793","1","-664.292220789677","-3487.797932062537"
"28","37","-11","-5","27","3","-2886.4702565681946","1","-664.292220789677","-3487.797932062537"
"28","38","-15","-8","27","4","-1998.8414241974579","1","-664.292220789677","-3487.797932062537"
"28","39","-10","-5","27","29","-5556.462239022193","1","-664.292220789677","-3487.797932062537"
"28","40","-10","-5","5","3","-1821.2894751553872","1","-664.292220789677","-3487.797932062537"
"29","1","0","-17","-11","8","-2210.483173735316","1","-2210.483173735316","-1291.1375936672869"
"29","2","0","-17","-12","8","-1581.5256371903295","1","-1581.5256371903295","-837.4189846959605"
"29","3","-1","16","-12","15","-3154.533941622469","1","-1581.5256371903295","-837.4189846959605"
"29","4","0","-17","-12","-24","-2862.41196306888","1","-1581.5256371903295","-837.4189846959605"
"29","5","0","16","-12","8","-2233.126503497167","1","-1581.5256371903295","-837.4189846959605"
"29","6","0","-17","-21","8","-1928.3981844391246","1","-1581.5256371903295","-837.4189846959605"
"29","7","-1","-16","-12","8","-1121.240600464347","1","-1121.240600464347","-678.0332316120896"
"29","8","-1","-16","-12","7","-2288.209146913894","1","-1121.240600464347","-678.0332316120896"
"29","9","-2","-16","-21","23","-4566.089539296009","1","-1121.240600464347","-678.0332316120896"
"29","10","-8","-13","-21","8","-94.74446771839143","1","-94.74446771839143","-2013.1889278203428"
"29","11","7","-13","-21","8","-2018.338133583139","1","-94.74446771839143","-2013.1889278203428"
"29","12","-9","-13","-21","8","-585.0631680218471","1","-94.74446771839143","-2013.1889278203428"
"29","13","-8","12","-21","9","-2145.4929511639994","1","-94.74446771839143","-2013.1889278203428"
"29","14","-8","-13","-19","8","-1793.66869617337","1","-94.74446771839143","-2013.1889278203428"
"29","15","-8","-12","-20","8","-1048.6683529938277","1","-94.74446771839143","-2013.1889278203428"
"29","16","-7","-16","-21","8","-2236.0887096921547","1","-94.74446771839143","-2013.1889278203428"
"29","17","-8","-13","-28","-24","-4999.9457054671","1","-94.74446771839143","-2013.1889278203428"
"29","18","-8","-13","-21","-9","-2514.7324454773507","1","-94.74446771839143","-2013.1889278203428"
"29","19","-10","-20","-21","8","-3613.804235813623","1","-94.74446771839143","-2013.1889278203428"
"29","20","-7","-14","-21","23","-3538.0110363750496","1","-94.74446771839143","-2013.1889278203428"
"29","21","-8","-4","-21","12","-1699.2894171517637","1","-94.74446771839143","-2013.1889278203428"
"29","22","-8","-14","-21","8","-1574.3122230070571","1","-94.74446771839143","-2013.1889278203428"
"29","23","7","29","-20","8","-4111.558804533158","1","-94.74446771839143","-2013.1889278203428"
"29","24","7","-13","-21","7","-2276.596033429452","1","-94.74446771839143","-2013.1889278203428"
"29","25","-8","-4","-21","8","-1241.5112359789312","1","-94.74446771839143","-2013.1889278203428"
"29","26","-8","-13","21","8","-2610.989593917684","1","-94.74446771839143","-2013.1889278203428"
"29","27","-8","-13","20","8","-1014.6109443544105","1","-94.74446771839143","-2013.1889278203428"
"29","28","-8","-14","-12","8","-1480.690496002225","1","-94.74446771839143","-2013.1889278203428"
"29","29","-8","-13","-21","-9","-2444.8086766173046","1","-94.74446771839143","-2013.1889278203428"
"29","30","-5","-4","-20","8","-2189.894340983154","1","-94.74446771839143","-2013.1889278203428"
"29","31","-17","-13","-21","24","-3545.389385694596","1","-94.74446771839143","-2013.1889278203428"
"29","32","7","-13","-21","8","-1302.6594913868512","1","-94.74446771839143","-2013.1889278203428"
"29","33","-8","-13","-12","8","-2689.3561106110683","1","-94.74446771839143","-2013.1889278203428"
"29","34","-8","-12","-12","9","-1519.1357012278957","1","-94.74446771839143","-2013.1889278203428"
"29","35","-8","-13","21","8","-2580.7815410235153","1","-94.74446771839143","-2013.1889278203428"
"29","36","-6","-13","-21","-9","-2660.489345391575","1","-94.74446771839143","-2013.1889278203428"
"29","37","-8","-13","-21","9","-1296.8881801648706","1","-94.74446771839143","-2013.1889278203428"
"29","38","-9","-13","-28","15","-5030.961817772746","1","-94.74446771839143","-2013.1889278203428"
"29","39","-8","-13","20","-8","-2504.4712730224414","1","-94.74446771839143","-2013.1889278203428"
"29","40","24","-13","-21","9","-2692.945035617209","1","-94.74446771839143","-2013.1889278203428"
"30","1","-1","-1","12","-26","-2469.4089004762236","1","-2469.4089004762236","-3746.2974705413562"
"30","2","-1","-1","-13","-25","-2404.482413154115","1","-2404.482413154115","-2026.9174351569927"
"30","3","0","-1","-14","-25","-1692.4349200424058","1","-1692.4349200424058","-2908.2469422602476"
"30","4","0","-1","-20","-25","-5184.093601409484","1","-1692.4349200424058","-2908.2469422602476"
"30","5","-1","-8","-14","-25","-3647.982172685323","1","-1692.4349200424058","-2908.2469422602476"
"30","6","7","-2","13","-25","-2665.771153283686","1","-1692.4349200424058","-2908.2469422602476"
"30","7","0","-1","-14","8","-973.7228572709661","1","-973.7228572709661","-1182.0953169959362"
"30","8","0","-8","-14","8","137.16335607242286","1","137.16335607242286","-938.8318184765278"
"30","9","0","-8","-20","8","-2405.4643955192723","1","137.16335607242286","-938.8318184765278"
"30","10","0","7","13","8","-326.92354507461994","1","137.16335607242286","-938.8318184765278"
"30","11","0","7","-14","8","-1713.3578174835259","1","137.16335607242286","-938.8318184765278"
"30","12","0","-5","-14","-9","-1102.4681760852372","1","137.16335607242286","-938.8318184765278"
"30","13","0","-8","-15","8","-626.4736293540984","1","137.16335607242286","-938.8318184765278"
"30","14","0","-8","13","7","104.27859953982886","1","137.16335607242286","-938.8318184765278"
"30","15","0","-8","-14","15","-1745.6828814864018","1","137.16335607242286","-938.8318184765278"
"30","16","6","-8","-14","8","-1597.2978216552428","1","137.16335607242286","-938.8318184765278"
"30","17","0","-7","-14","8","-1525.0610286276017","1","137.16335607242286","-938.8318184765278"
"30","18","0","-8","13","8","-747.7459658480583","1","137.16335607242286","-938.8318184765278"
"30","19","0","-8","-14","-9","-1979.4521818035669","1","137.16335607242286","-938.8318184765278"
"30","20","0","-8","-11","8","-1280.0959511499652","1","137.16335607242286","-938.8318184765278"
"30","21","0","7","-14","8","-1856.6277559979208","1","137.16335607242286","-938.8318184765278"
"30","22","0","7","-13","8","272.65359614238923","1","272.65359614238923","-803.222625823744"
"30","23","0","7","-21","8","-1868.4753831306393","1","272.65359614238923","-803.222625823744"
"30","24","32","7","-13","-9","-1883.4203163133907","1","272.65359614238923","-803.222625823744"
"30","25","32","7","-21","8","-4490.778704034456","1","272.65359614238923","-803.222625823744"
"30","26","-1","7","-13","8","-547.8402135098587","1","272.65359614238923","-803.222625823744"
"30","27","-1","7","-4","8","7.562433472561963","1","272.65359614238923","-803.222625823744"
"30","28","0","7","-13","7","418.5413675224647","1","418.5413675224647","-310.7319047156154"
"30","29","0","24","12","7","-1804.537228148329","1","418.5413675224647","-310.7319047156154"
"30","30","0","0","10","24","-1890.4097397363753","1","418.5413675224647","-310.7319047156154"
"30","31","0","7","-13","6","-199.67405864993134","1","418.5413675224647","-310.7319047156154"
"30","32","0","6","-13","7","-230.6273907538665","1","418.5413675224647","-310.7319047156154"
"30","33","3","7","-14","-8","-1224.4861236936863","1","418.5413675224647","-310.7319047156154"
"30","34","32","7","-14","7","-2217.507522743129","1","418.5413675224647","-310.7319047156154"
"30","35","3","7","-13","7","-748.0607502596326","1","418.5413675224647","-310.7319047156154"
"30","36","7","7","-21","7","-2746.8738960791898","1","418.5413675224647","-310.7319047156154"
"30","37","0","8","-21","7","-2503.5926165712517","1","418.5413675224647","-310.7319047156154"
"30","38","-1","7","-13","-8","-625.2362508775176","1","418.5413675224647","-310.7319047156154"
"30","39","0","7","-13","4","-1804.90504941789","1","418.5413675224647","-310.7319047156154"
"30","40","1","7","-4","7","-979.5343705113202","1","418.5413675224647","-310.7319047156154"
"31","1","29","-16","-13","19","-5220.067912723704","1","-5220.067912723704","-2956.660806667316"
"31","2","29","-10","-20","19","-3108.3227487565077","1","-3108.3227487565077","-4134.972376795951"
"31","3","29","-15","29","19","-6107.81963441336","1","-3108.3227487565077","-4134.972376795951"
"31","4","29","-9","-20","12","-2565.0520140559756","1","-2565.0520140559756","-2070.7362331210343"
"31","5","30","-9","-20","10","-3146.928388782338","1","-2565.0520140559756","-2070.7362331210343"
"31","6","29","-12","-29","12","-2026.888573506793","1","-2026.888573506793","-3823.6755800181713"
"31","7","29","-12","-4","13","-2169.0063819733837","1","-2026.888573506793","-3823.6755800181713"
"31","8","29","-12","-29","13","-4470.083920550808","1","-2026.888573506793","-3823.6755800181713"
"31","9","-30","-12","-29","12","-3160.738319343509","1","-2026.888573506793","-3823.6755800181713"
"31","10","29","-11","-29","3","-2641.1553885841145","1","-2026.888573506793","-3823.6755800181713"
"31","11","29","-12","-29","11","-2629.217557581613","1","-2026.888573506793","-3823.6755800181713"
"31","12","29","-12","-29","15","-4111.959344021494","1","-2026.888573506793","-3823.6755800181713"
"31","13","29","-21","-29","12","-5599.630574671424","1","-2026.888573506793","-3823.6755800181713"
"31","14","29","-12","-4","12","-2986.180124741496","1","-2026.888573506793","-3823.6755800181713"
"31","15","29","11","-29","12","-4613.653710616447","1","-2026.888573506793","-3823.6755800181713"
"31","16","-29","11","29","12","-4785.621297880128","1","-2026.888573506793","-3823.6755800181713"
"31","17","29","-11","-29","20","-5889.645076910215","1","-2026.888573506793","-3823.6755800181713"
"31","18","-30","-12","-29","-13","-3415.0497924954843","1","-2026.888573506793","-3823.6755800181713"
"31","19","20","-12","-29","12","-4191.2711212201975","1","-2026.888573506793","-3823.6755800181713"
"31","20","29","-12","28","12","-4217.469772609216","1","-2026.888573506793","-3823.6755800181713"
"31","21","30","-12","-29","12","-5342.767738764565","1","-2026.888573506793","-3823.6755800181713"
"31","22","29","-16","-29","12","-4850.679697097685","1","-2026.888573506793","-3823.6755800181713"
"31","23","3","-12","-29","11","-1867.2862513899865","1","-1867.2862513899865","-3510.3020819722915"
"31","24","3","-12","-4","11","-492.9381110752922","1","-492.9381110752922","-759.8240242740675"
"31","25","2","-12","-1","11","-1507.1433141210068","1","-492.9381110752922","-759.8240242740675"
"31","26","4","-9","-4","11","-415.29537148316393","1","-415.29537148316393","-690.2941472415763"
"31","27","7","-9","-4","11","-1978.2054556307926","1","-415.29537148316393","-690.2941472415763"
"31","28","4","-9","-4","4","-926.4524900917959","1","-415.29537148316393","-690.2941472415763"
"31","29","4","-9","-4","-12","-1660.5393884517748","1","-415.29537148316393","-690.2941472415763"
"31","30","4","11","-4","11","-26.018586681325814","1","-26.018586681325814","-60.54934072969502"
"31","31","7","-12","-4","-11","-1796.6591406417922","1","-26.018586681325814","-60.54934072969502"
"31","32","11","11","-3","11","-523.3663357211216","1","-26.018586681325814","-60.54934072969502"
"31","33","4","21","3","11","-2218.530343801682","1","-26.018586681325814","-60.54934072969502"
"31","34","4","-9","-1","11","-1941.0684552382043","1","-26.018586681325814","-60.54934072969502"
"31","35","-5","11","-4","8","-316.7025615119245","1","-26.018586681325814","-60.54934072969502"
"31","36","5","11","-4","-12","-870.8829944037591","1","-26.018586681325814","-60.54934072969502"
"31","37","4","11","-4","11","-514.2500887235092","1","-26.018586681325814","-60.54934072969502"
"31","38","4","21","-4","11","-1891.397172232083","1","-26.018586681325814","-60.54934072969502"
"31","39","4","11","-4","-12","-1880.2911417224702","1","-26.018586681325814","-60.54934072969502"
"31","40","4","11","-29","11","-3121.527413118862","1","-26.018586681325814","-60.54934072969502"
"32","1","-29","9","18","-25","-5169.173479974081","1","-5169.173479974081","-5569.070324893093"
"32","2","-29","-10","18","-25","-4691.853243930309","1","-4691.853243930309","-4537.225950412583"
"32","3","-12","-11","18","26","-4726.406778584086","1","-4691.853243930309","-4537.225950412583"
"32","4","-29","-9","18","-25","-3849.7767482101744","1","-3849.7767482101744","-5104.832754724241"
"32","5","-31","-9","18","-25","-4804.684516819672","1","-3849.7767482101744","-5104.832754724241"
"32","6","-22","-9","18","-25","-5159.157091014915","1","-3849.7767482101744","-5104.832754724241"
"32","7","-29","-9","17","-25","-5173.650971674225","1","-3849.7767482101744","-5104.832754724241"
"32","8","-5","-9","18","-25","-3371.335027765536","1","-3371.335027765536","-4642.436265645411"
"32","9","-5","9","-31","-25","-5975.402787595376","1","-3371.335027765536","-4642.436265645411"
"32","10","-8","8","18","-25","-2797.3010471679627","1","-2797.3010471679627","-3277.141653705722"
"32","11","-8","8","18","25","-4843.868574404574","1","-2797.3010471679627","-3277.141653705722"
"32","12","7","8","18","-28","-4440.9000524914745","1","-2797.3010471679627","-3277.141653705722"
"32","13","-8","7","18","-24","-3130.206810468005","1","-2797.3010471679627","-3277.141653705722"
"32","14","-1","8","18","-25","-4133.343324633698","1","-2797.3010471679627","-3277.141653705722"
"32","15","-7","8","18","-25","-2360.132016254428","1","-2360.132016254428","-3031.2171511592587"
"32","16","-7","8","17","-25","-3609.7293026834927","1","-2360.132016254428","-3031.2171511592587"
"32","17","6","-9","18","24","-4136.7622172478605","1","-2360.132016254428","-3031.2171511592587"
"32","18","-7","9","18","-28","-4604.331205171041","1","-2360.132016254428","-3031.2171511592587"
"32","19","-15","8","18","-25","-4638.703375132673","1","-2360.132016254428","-3031.2171511592587"
"32","20","-7","8","21","-25","-4309.2277752978125","1","-2360.132016254428","-3031.2171511592587"
"32","21","-7","8","18","-28","-3140.071305118468","1","-2360.132016254428","-3031.2171511592587"
"32","22","1","8","18","-25","-4346.930014005611","1","-2360.132016254428","-3031.2171511592587"
"32","23","-6","-9","18","-25","-3560.7570588911176","1","-2360.132016254428","-3031.2171511592587"
"32","24","-7","24","18","24","-4653.8302342626985","1","-2360.132016254428","-3031.2171511592587"
"32","25","-7","16","18","-25","-4786.790409966883","1","-2360.132016254428","-3031.2171511592587"
"32","26","25","24","17","-25","-5556.010581130307","1","-2360.132016254428","-3031.2171511592587"
"32","27","6","8","-19","-25","-3191.0477886992694","1","-2360.132016254428","-3031.2171511592587"
"32","28","-7","11","18","-25","-3500.8040618070163","1","-2360.132016254428","-3031.2171511592587"
"32","29","-7","8","-20","-25","-4649.226215138342","1","-2360.132016254428","-3031.2171511592587"
"32","30","-7","8","18","-26","-4304.536354328596","1","-2360.132016254428","-3031.2171511592587"
"32","31","-26","24","18","-25","-5465.022337172207","1","-2360.132016254428","-3031.2171511592587"
"32","32","-2","8","18","-25","-4122.328209317158","1","-2360.132016254428","-3031.2171511592587"
"32","33","-7","8","13","-25","-2824.401860610423","1","-2360.132016254428","-3031.2171511592587"
"32","34","-7","-9","18","-25","-3964.2899847971235","1","-2360.132016254428","-3031.2171511592587"
"32","35","-7","8","18","24","-2705.8548862309967","1","-2360.132016254428","-3031.2171511592587"
"32","36","-6","11","18","-25","-4378.686349633557","1","-2360.132016254428","-3031.2171511592587"
"32","37","-7","8","18","-24","-3566.5443184701135","1","-2360.132016254428","-3031.2171511592587"
"32","38","-7","-9","18","-26","-5422.30388176899","1","-2360.132016254428","-3031.2171511592587"
"32","39","-7","-9","13","-26","-3574.2996391546285","1","-2360.132016254428","-3031.2171511592587"
"32","40","-7","8","19","-25","-4709.303449578841","1","-2360.132016254428","-3031.2171511592587"
"33","1","-4","10","-20","-12","-2711.9906560607205","1","-2711.9906560607205","-1622.551546283261"
"33","2","-4","5","20","-12","-2602.961200918323","1","-2602.961200918323","-2084.5614134126026"
"33","3","-4","5","19","-12","-771.3305368413307","1","-771.3305368413307","-1511.445650551253"
"33","4","-4","2","19","-12","-1180.9401040787252","1","-771.3305368413307","-1511.445650551253"
"33","5","-1","-6","19","-12","-1201.7591004944484","1","-771.3305368413307","-1511.445650551253"
"33","6","-5","5","19","-12","-429.4629931549198","1","-429.4629931549198","-1684.97784362154"
"33","7","-5","27","19","-12","-2452.7484923401735","1","-429.4629931549198","-1684.97784362154"
"33","8","-8","5","19","-24","-3357.0627007338207","1","-429.4629931549198","-1684.97784362154"
"33","9","-5","5","-19","-21","-3615.4705128734113","1","-429.4629931549198","-1684.97784362154"
"33","10","-5","2","13","11","-1468.7602456224656","1","-429.4629931549198","-1684.97784362154"
"33","11","11","5","19","-5","-1004.203333719923","1","-429.4629931549198","-1684.97784362154"
"33","12","-5","5","19","-9","752.0925937825909","1","752.0925937825909","-1329.820544931723"
"33","13","-5","5","-20","-9","-1303.2192957014117","1","752.0925937825909","-1329.820544931723"
"33","14","-12","5","19","-9","-913.3041376392412","1","752.0925937825909","-1329.820544931723"
"33","15","-29","5","22","8","-1910.9349895168245","1","752.0925937825909","-1329.820544931723"
